Admin1,Facility name,Facility type,Lat,Long
Oromiya,Gndoseden Clinic,Clinic,7.9689,37.1247
Oromiya,Goba Clinic,Clinic,6.7535,39.7182
Oromiya,Goba Hospital,Hospital,6.9991,39.9646
Oromiya,Gobe Clinic,Clinic,8.6203,35.4079
Oromiya,Gobe Clinic,Clinic,8.6226,35.404
Oromiya,Gobe Clinic,Clinic,8.6328,35.3835
Oromiya,Gobecha Goremisa Clinic,Clinic,5.8556,39.0428
Oromiya,Gobele Kikirite Clinic,Clinic,9.2881,41.9021
Oromiya,Goben Health Centre,Health Centre,9.2166,37.3
Oromiya,Gobesa Health Centre,Health Centre,7.6186,39.4862
Oromiya,Gobi Sheri Clinic,Clinic,8.587,34.6554
Oromiya,Gobiso Health Post,Health Post,4.4296,37.9787
Oromiya,Gobiso Health Post,Health Post,4.4334,37.9897
Oromiya,Gobu Guda Clinic,Clinic,9.9515,36.647
Oromiya,Gobu Guda Clinic,Clinic,9.9576,36.6417
Oromiya,Goda Gela Clinic,Clinic,9.18,37.4873
Oromiya,Godana Clinic,Clinic,8.3542,36.5505
Oromiya,Godelalo Clinic,Clinic,8.7291,40.1964
Oromiya,Godino Clinic,Clinic,8.8518,39.0237
Oromiya,Gofa Clinic,Clinic,7.453,40.8017
Oromiya,Gogakemese Clinic,Clinic,7.9783,36.6009
Oromiya,Gogowisa Clinic,Clinic,9.1529,41.4604
Oromiya,Gohatsion Health Centre,Health Centre,10.0028,38.241
Oromiya,Gojo Health Centre,Health Centre,9.2567,38.0758
Oromiya,Gole Maya Clinic,Clinic,8.3821,36.4672
Oromiya,Golemeda Clinic,Clinic,9.3974,41.9042
Oromiya,Golje Clinic,Clinic,8.394,36.7071
Oromiya,Gololcha Health Post,Health Post,4.1757,38.1155
Oromiya,Gololcha Health Post,Health Post,4.1764,38.1286
Oromiya,Gololcha Health Post,Health Post,4.2166,38.1217
Oromiya,Gombisa Clinic,Clinic,3.6634,38.7129
Oromiya,Gombo Clinic,Clinic,9.0394,34.7619
Oromiya,Gombohuwa Clinic,Clinic,9.2284,35.6599
Oromiya,Gonde Health Centre,Health Centre,8.0333,39.1833
Oromiya,Gongo Clinic,Clinic,8.5001,38.9905
Oromiya,Gor Demo Clinic,Clinic,7.9524,35.5403
Oromiya,Gora Saqeyo Health Post,Health Post,8.7454,38.1837
Oromiya,Goray Health Post,Health Post,4.2076,37.5876
Oromiya,Gorba Clinic,Clinic,9.1488,38.3287
Oromiya,Gore Health Centre,Health Centre,8.1533,35.5361
Oromiya,Gorije Bikilal Clinic,Clinic,9.2705,35.8557
Oromiya,Gorile Clinic,Clinic,4.073,38.577
Oromiya,Gorile Clinic,Clinic,4.074,38.5728
Oromiya,Goro Abu Clinic,Clinic,8.7539,41.4187
Oromiya,Goro Abu Clinic,Clinic,8.7635,41.4511
Oromiya,Goro Bati Clinic,Clinic,8.8575,40.4714
Oromiya,Goro Danisa Clinic,Clinic,9.0948,38.2313
Oromiya,Goro Furto Clinic,Clinic,9.6703,38.0173
Oromiya,Goro Health Centre,Health Centre,6.9913,40.4715
Oromiya,Goro Hodo Health Post,Health Post,9.2373,41.648
Oromiya,Goro Negeya Clinic,Clinic,8.8618,41.8612
Oromiya,Goro Siyo Clinic,Clinic,9.3707,42.302
Oromiya,Gorojalela Clinic,Clinic,9.1738,41.8766
Oromiya,Goroo Health Centre,Health Centre,8.816,38.7394
Oromiya,Gosa Dengoro Clinic,Clinic,8.2276,38.7451
Oromiya,Gosahilo Clinic,Clinic,6.274,38.6824
Oromiya,Gosuwangi Clinic,Clinic,9.1446,37.4351
Oromiya,Gotumiti Clinic,Clinic,9.156,37.1534
Oromiya,Guba Gutu Clinic,Clinic,8.792,40.675
Oromiya,Gubahora Clinic,Clinic,8.2303,36.7271
Oromiya,Guchi Clinic,Clinic,3.8628,38.974
Oromiya,Gude Dula Yabeta Health Post,Health Post,8.4374,38.3597
Oromiya,Gude Dura Clinic,Clinic,7.1588,38.8134
Oromiya,Gude Dura Clinic,Clinic,7.1684,38.7865
Oromiya,Gudene Chala Sibere Clinic,Clinic,9.3975,37.2883
Oromiya,Gudeta Bula Clinic,Clinic,7.7112,37.3204
Oromiya,Gudeta Bula Health Post,Health Post,7.7224,36.7876
Oromiya,Gudetu Dule Clinic,Clinic,8.8875,35.8614
Oromiya,Gudetu Geneti Clinic,Clinic,9.4772,37.1138
Oromiya,Gudeya Bila Clinic,Clinic,9.2648,37.1125
Oromiya,Gudeya Bila Health Centre,Health Centre,9.3723,36.9621
Oromiya,Gudina Abuna Clinic,Clinic,9.7302,37.0401
Oromiya,Gudina Cheliya Clinic,Clinic,10.0437,36.6751
Oromiya,Gudina Cheliya Clinic,Clinic,10.0521,36.6794
Oromiya,Gudura Hudad & Clinic,Clinic,8.4078,37.6721
Oromiya,Gulfi Ulanale Clinic,Clinic,9.5012,37.0264
Oromiya,Guliso Health Centre,Health Centre,9.1666,35.4666
Oromiya,Gumaro Shahi Limat Clinic,Clinic,8.1341,35.4875
Oromiya,Gumaro Shahi Limat Clinic,Clinic,8.1348,35.4647
Oromiya,Gumaro Shahi Limat Clinic,Clinic,8.1427,35.4716
Oromiya,Gume Clinic,Clinic,7.944,36.6357
Oromiya,Gumer Buna Tekil Clinic,Clinic,7.9633,36.989
Oromiya,Gumer Buna Tekil Clinic,Clinic,7.9768,36.9779
Oromiya,Gumero Kola Clinic,Clinic,5.9891,38.571
Oromiya,Gumiguma Clinic,Clinic,7.4996,39.0679
Oromiya,Gundomeskel Health Centre,Health Centre,10.2213,38.7031
Oromiya,Gura Harecho Health Post,Health Post,8.0794,39.3344
Oromiya,Guracha Haleta Clinic,Clinic,8.9762,35.7726
Oromiya,Guracha Ujumo Clinic,Clinic,8.9646,35.7442
Oromiya,Gure Clinic,Clinic,8.6092,35.559
Oromiya,Gure Dako Clinic,Clinic,7.7151,36.2127
Oromiya,Guribodage Clinic,Clinic,8.0211,36.5259
Oromiya,Gursum Clinic 1,Clinic,9.3495,42.232
Oromiya,Gursum Clinic 2,Clinic,9.351,42.2543
Oromiya,Gurura Health Centre,Health Centre,8.4333,37.9166
Oromiya,Gute Jida Clinic,Clinic,8.8899,35.5818
Oromiya,Gute Sado Clinic,Clinic,9.1175,37.9763
Oromiya,Gutin Health Centre,Health Centre,9.567,36.6188
Oromiya,Guto Clinic,Clinic,4.8262,38.8801
Oromiya,Gutu Andode Clinic,Clinic,9.6656,37.9914
Oromiya,Gutu Reje Health Post,Health Post,6.4038,38.6206
Oromiya,Guyemana Kuat Health Post,Health Post,9.5378,38.5841
Oromiya,Gwala Dale Denibel Clinic,Clinic,9.0637,38.8893
Oromiya,Gwanigwa Clinic,Clinic,6.3725,38.2784
Oromiya,Habe Health Centre,Health Centre,7.8166,39.7833
Oromiya,Habenilakicha Clinic,Clinic,7.3727,38.9306
Oromiya,Hado Health Post,Health Post,4.9856,37.5561
Oromiya,Hado Health Post,Health Post,5.0414,37.5554
Oromiya,Hafarisa Waro Clinic,Clinic,6.1671,38.1735
Oromiya,Hagere Mariam Health Centre,Health Centre,5.6512,38.241
Oromiya,Hagere Mariam Hospital,Hospital,5.6333,38.2333
Oromiya,Hageya Clinic,Clinic,9.2688,37.1922
Oromiya,Hageya Clinic,Clinic,9.2706,37.1959
Oromiya,Haile Mariam Hospital,Hospital,8.3412,39.1497
Oromiya,Haka Clinic,Clinic,9.4919,42.401
Oromiya,Haka Mulisi Clinic,Clinic,8.7999,41.2322
Oromiya,Hakefela Clinic,Clinic,9.2557,41.9948
Oromiya,Halehuwa Clinic,Clinic,9.23,35.6267
Oromiya,Halogoba Clinic,Clinic,8.229,40.5471
Oromiya,Hambiso Health Centre,Health Centre,9.8736,38.6596
Oromiya,Hamibela Clinic,Clinic,6.6254,40.0709
Oromiya,Hangadi Clinic,Clinic,5.8786,38.7671
Oromiya,Hangadi Clinic,Clinic,5.9231,38.7204
Oromiya,Hanto Health Centre,Health Centre,7.0443,39.1713
Oromiya,Haqe Clinic,Clinic,7.7445,39.9978
Oromiya,Hara Haji Clinic,Clinic,6.0606,39.6175
Oromiya,Haramaya Health Centre,Health Centre,9.3861,42.0193
Oromiya,Harato Health Centre,Health Centre,9.3717,37.1187
Oromiya,Harawacha Health Centre,Health Centre,9.1753,41.336
Oromiya,Hareba Fano Clinic,Clinic,8.5483,40.4115
Oromiya,Hari Weyu Health Post,Health Post,4.6731,38.1507
Oromiya,Harigeti Clinic,Clinic,8.7352,41.7314
Oromiya,Harigeti Clinic,Clinic,8.8148,41.7246
Oromiya,Harigeti Clinic,Clinic,9.0552,40.5746
Oromiya,Hariro Clinic,Clinic,9.4579,42.4866
Oromiya,Hariro Gult Clinic,Clinic,9.082,41.7197
Oromiya,Haro Aga Clinic,Clinic,9.7144,37.1095
Oromiya,Haro Boro Clinic,Clinic,9.5327,38.3281
Oromiya,Haro Chewaka Clinic,Clinic,8.9199,36.1925
Oromiya,Haro Clinic,Clinic,7.8107,36.6888
Oromiya,Haro Clinic,Clinic,8.3654,35.6634
Oromiya,Haro Clinic,Clinic,9.5557,37.9583
Oromiya,Haro Dewa Clinic,Clinic,7.9048,35.4532
Oromiya,Haro Dogi Clinic,Clinic,8.5639,36.176
Oromiya,Haro Dogi Clinic,Clinic,8.5674,36.1766
Oromiya,Haro Gudina Clinic,Clinic,10.039,37.0104
Oromiya,Haro Gute Health Post,Health Post,8.6822,35.9558
Oromiya,Haro Kono Clinic,Clinic,8.5479,37.8666
Oromiya,Haro Kutir And Clinic,Clinic,9.3282,41.6059
Oromiya,Haro Limu Clinic 1,Clinic,9.9471,36.1815
Oromiya,Haro Limu Clinic 2,Clinic,9.9051,36.2416
Oromiya,Haro Limu Clinic 3,Clinic,9.8439,36.3143
Oromiya,Haro Limu Clinic 4,Clinic,9.8374,36.3161
Oromiya,Haro Limu Clinic 5,Clinic,9.7707,36.2719
Oromiya,Haro Limu Health Post 1,Health Post,9.9655,36.2605
Oromiya,Haro Limu Health Post 2,Health Post,9.9086,36.2383
Oromiya,Haro Limu Health Post 3,Health Post,9.8412,36.2217
Oromiya,Haro Mechara Clinic,Clinic,8.7189,34.9689
Oromiya,Haro Mero Dadoma Clinic,Clinic,9.1569,40.5575
Oromiya,Haro Milki Clinic,Clinic,6.3922,38.5357
Oromiya,Haro Minya Clinic,Clinic,9.2751,41.4743
Oromiya,Haro Sabu Health Centre,Health Centre,8.9088,35.2214
Oromiya,Haro Seden Clinic,Clinic,9.5177,35.2501
Oromiya,Haroadi Clinic,Clinic,8.6052,41.014
Oromiya,Harobeke Clinic,Clinic,5.0639,38.3662
Oromiya,Harobeke Clinic,Clinic,5.064,38.3682
Oromiya,Harodumal Health Centre,Health Centre,6.762,40.1714
Oromiya,Haroji Wato Clinic,Clinic,9.0973,35.0251
Oromiya,Haromegela Clinic,Clinic,8.2823,35.2511
Oromiya,Harsu Wekilo Clinic,Clinic,6.0869,38.6572
Oromiya,Hawesa Sasi Clinic,Clinic,8.7838,34.7379
Oromiya,Hawo Clinic,Clinic,6.619,39.5639
Oromiya,Heba Hida Clinic,Clinic,5.7922,39.3832
Oromiya,Hebana Weyira Clinic,Clinic,7.3255,39.6837
Oromiya,Hebeno Clinic,Clinic,6.9124,38.7861
Oromiya,Hekokara Clinic,Clinic,7.1533,39.5334
Oromiya,Hela Gadula Health Post,Health Post,8.4673,39.9279
Oromiya,Hena Clinic,Clinic,8.4349,35.7463
Oromiya,Herawakuni Health Post,Health Post,6.6605,39.0358
Oromiya,Herbunegaso Clinic,Clinic,9.8533,37.0007
Oromiya,Herera Clinic,Clinic,7.9566,38.9078
Oromiya,Herewajimate Clinic,Clinic,8.0841,37.0235
Oromiya,Herolego Clinic,Clinic,9.9462,37.1163
Oromiya,Herotumsa Clinic,Clinic,8.8389,35.7132
Oromiya,Hibirebirhan Health Post,Health Post,8.7137,35.0118
Oromiya,Hidabuabote Clinic,Clinic,8.8275,35.2748
Oromiya,Hidakorma Health Post,Health Post,5.4663,38.0105
Oromiya,Hidebu Tobi Clinic,Clinic,9.3707,35.6469
Oromiya,Higo Health Post,Health Post,4.3584,38.3764
Oromiya,Higo Health Post,Health Post,4.3651,38.3916
Oromiya,Hinde Health Centre,Health Centre,10.0666,36.4
Oromiya,Hirmaye Clinic,Clinic,4.9383,38.8792
Oromiya,Hirmaye Clinic,Clinic,4.9392,38.8826
Oromiya,Hirna Health Centre,Health Centre,9.2227,41.1416
Oromiya,Hirna Town Clinic,Clinic,9.2191,41.0963
Oromiya,Hisu Clinic,Clinic,7.1545,40.2194
Oromiya,Hiyo Komele Clinic,Clinic,6.1745,38.7894
Oromiya,Hoar Bacha Clinic,Clinic,8.6057,36.7157
Oromiya,Hobok Clinic,Clinic,4.476,37.1974
Oromiya,Hogiso Clinic,Clinic,6.8391,38.6879
Oromiya,Holeta Health Centre,Health Centre,9.0566,38.4928
Oromiya,Homa Health Centre,Health Centre,9.0723,35.6929
Oromiya,Homa Seriti Health Post,Health Post,8.7323,35.9423
Oromiya,Homecho Riyana Clinic,Clinic,8.757,40.9585
Oromiya,Homi Clinic,Clinic,9.6137,37.2451
Oromiya,Homu Didu Clinic,Clinic,8.2637,35.4931
Oromiya,Hora Kore Clinic,Clinic,6.0677,39.7298
Oromiya,Hora Kore Clinic,Clinic,6.2277,39.7801
Oromiya,Horaboka Health Post,Health Post,7.0808,39.9543
Oromiya,Horbate Health Post,Health Post,4.7548,37.4615
Oromiya,Hufe Clinic,Clinic,9.0365,41.5063
Oromiya,Hula Arba Clinic,Clinic,8.1413,39.0819
Oromiya,Hulajeneta Clinic,Clinic,9.1677,41.7981
Oromiya,Hule Menidera Clinic,Clinic,9.1703,40.8042
Oromiya,Huluko Ititi Health Centre,Health Centre,7.2637,39.0828
Oromiya,Hulukochekeso Clinic,Clinic,7.6203,39.0442
Oromiya,Hulul Clinic,Clinic,7.7189,39.6952
Oromiya,Hulul Clinic,Clinic,7.7212,39.6959
Oromiya,Hulul Clinic,Clinic,7.7212,39.6959
Oromiya,Humna Wakayo Clinic,Clinic,9.5083,35.5547
Oromiya,Hunda Miboma Clinic,Clinic,9.2459,41.1807
Oromiya,Hunde Dhaba Clinic,Clinic,8.625,40.5274
Oromiya,Hunde Jergna Bebela Clinic,Clinic,9.2375,37.2874
Oromiya,Huntealola Clinic,Clinic,7.0644,39.3944
Oromiya,Hurufa Clinic,Clinic,8.3171,36.3785
Oromiya,Hurumu Health Centre,Health Centre,8.345,35.6894
Oromiya,Huruta Dore Health Centre,Health Centre,8.5127,39.5872
Oromiya,Huruta Health Centre,Health Centre,8.1407,39.3419
Oromiya,Ibada Gemechu Clinic,Clinic,9.1031,42.2472
Oromiya,Ifa Clinic,Clinic,9.25,42.3181
Oromiya,Ifa Gelano Clinic,Clinic,8.5277,34.8458
Oromiya,Ifa Haromaya Clinic,Clinic,9.4149,41.979
Oromiya,Ifedin Clinic,Clinic,9.219,42.245
Oromiya,Ifeweraqisa Clinic,Clinic,8.8868,35.74
Oromiya,Igu Gute Clinic,Clinic,9.5464,35.1793
Oromiya,Iguganti Clinic,Clinic,9.7458,35.3336
Oromiya,Ijagi Clinic,Clinic,9.3707,42.1829
Oromiya,Ijajji Health Centre,Health Centre,8.9901,37.3246
Oromiya,Ilalal Korke Clinic,Clinic,7.2717,38.6566
Oromiya,Ilalewaqo Clinic,Clinic,8.439,38.4209
Oromiya,Ilasa Hagala Clinic,Clinic,6.9865,40.0672
Oromiya,Ilu Goda Chefe Clinic,Clinic,10.247,38.7721
Oromiya,Ilu Gonde Clinic,Clinic,9.0239,34.8822
Oromiya,Ilu Gonde Clinic,Clinic,9.0468,34.8308
Oromiya,Ilusinbitu Clinic,Clinic,7.2292,39.9907
Oromiya,Inago Health Centre,Health Centre,9.1666,35.6833
Oromiya,Inchini Clinic,Clinic,9.309,38.3775
Oromiya,Inchini Health Centre,Health Centre,9.3086,38.3726
Oromiya,Ireyo Health Post,Health Post,8.5674,35.8498
Oromiya,Itaya Health Centre,Health Centre,8.126,39.2375
Oromiya,Jafero Clinic,Clinic,6.7872,38.7398
Oromiya,Jara Health Centre,Health Centre,7.3698,40.5118
Oromiya,Jareme Clinic,Clinic,5.9891,38.1531
Oromiya,Jariso Bedeso Clinic,Clinic,9.2897,35.353
Oromiya,Jato Health Post,Health Post,8.7231,38.3308
Oromiya,Jawis Clinic,Clinic,8.893,40.7961
Oromiya,Jawiwachu Clinic,Clinic,7.5279,39.5265
Oromiya,Jemiya Clinic,Clinic,8.1585,36.3523
Oromiya,Jemo Hospital,Hospital,9.0173,38.6335
Oromiya,Jida Clinic,Clinic,6.7676,38.8557
Oromiya,Jidego Barbar Clinic,Clinic,7.6948,40.075
Oromiya,Jijiga Clinic,Clinic,9.4811,42.8073
Oromiya,Jila Kerenesa Clinic,Clinic,9.6937,38.3865
Oromiya,Jilbo Clinic,Clinic,8.6257,40.34
Oromiya,Jimibila Tiwamibi Clinic,Clinic,9.4909,34.705
Oromiya,Jimma Arjo Clinic 1,Clinic,8.808,36.6063
Oromiya,Jimma Arjo Clinic 2,Clinic,8.8456,36.6449
Oromiya,Jimma Arjo Clinic 3,Clinic,8.7039,36.4469
Oromiya,Jimma Arjo Clinic 4,Clinic,8.7123,36.5543
Oromiya,Jimma Health Centre,Health Centre,7.6726,36.8245
Oromiya,Jiru Belina Clinic,Clinic,8.946,41.5796
Oromiya,Jiru Dada Clinic,Clinic,10.1176,38.5383
Oromiya,Jiru Gemechu Clinic,Clinic,8.4342,37.425
Oromiya,Jogir Clinic,Clinic,9.0235,36.0199
Oromiya,Jojobe Mora Health Post,Health Post,8.1353,35.2264
Oromiya,Jweboni Clinic,Clinic,9.2034,38.2119
Oromiya,Kabete Health Post,Health Post,7.0308,38.7252
Oromiya,Kadimesa Clinic,Clinic,7.755,36.5078
Oromiya,Kale Health Post,Health Post,8.2566,36.3539
Oromiya,Kara Efa Clinic,Clinic,9.0396,41.6782
Oromiya,Kara Miti Kora Clinic,Clinic,10.2482,38.7763
Oromiya,Kara Miti Kora Clinic,Clinic,10.2653,38.8258
Oromiya,Karadima Gulu Clinic,Clinic,8.4939,37.1788
Oromiya,Karagerjeda Clinic,Clinic,8.8276,37.3665
Oromiya,Karagora Clinic,Clinic,7.7985,36.9174
Oromiya,Karahorda Clinic,Clinic,8.9018,41.7781
Oromiya,Karajeno Clinic,Clinic,8.9417,35.1115
Oromiya,Karamelee Health Centre,Health Centre,9.3714,41.3584
Oromiya,Karen Lencha Clinic,Clinic,8.01,39.5059
Oromiya,Karu Suba Clinic,Clinic,10.1344,38.4972
Oromiya,Kayichi Cherika Clinic,Clinic,7.5946,36.0498
Oromiya,Kebena Clinic,Clinic,7.2258,40.5826
Oromiya,Kebenawa Clinic,Clinic,8.0011,40.6175
Oromiya,Kebiso Misoma Clinic,Clinic,9.5619,34.7092
Oromiya,Kebo Dubena Clinic,Clinic,8.7282,36.2393
Oromiya,Kecha Anideracha Clinic,Clinic,7.7686,36.3272
Oromiya,Kechi Boren Clinic,Clinic,8.0863,35.4433
Oromiya,Kechowabera Clinic,Clinic,9.2662,34.5381
Oromiya,Kekerisa Sharibe Clinic,Clinic,8.3598,39.7297
Oromiya,Kekerisa Sharibe Health Post,Health Post,8.421,39.7505
Oromiya,Keki Adere Clinic,Clinic,9.0516,35.8206
Oromiya,Kelalitu Tinikirase Clinic,Clinic,6.333,38.2297
Oromiya,Keleche Jibat Clinic,Clinic,8.7407,37.3507
Oromiya,Kelegol Clinic,Clinic,6.4458,40.0434
Oromiya,Kelem Meneham Clinic,Clinic,9.1492,34.5162
Oromiya,Kelenso Babicho Clinic,Clinic,6.0477,38.7991
Oromiya,Keli Kenchi Clinic,Clinic,8.7465,34.7775
Oromiya,Kelo Clinic,Clinic,5.1177,37.3175
Oromiya,Kelo Clinic,Clinic,5.1177,37.3244
Oromiya,Kelo Tulu Clinic,Clinic,7.3873,38.7811
Oromiya,Kemise Clinic,Clinic,8.2142,35.6106
Oromiya,Kemona Health Centre,Health Centre,8.94,40.5548
Oromiya,Kenteri Health Post,Health Post,7.8501,36.7993
Oromiya,Kenyira Lebu Clinic,Clinic,8.493,38.1531
Oromiya,Kera Wayu Abo Clinic,Clinic,9.6529,34.8778
Oromiya,Kere Bete Clinic,Clinic,9.5659,38.0504
Oromiya,Kere Sole Clinic,Clinic,9.5595,37.7568
Oromiya,Kerensa Clinic,Clinic,8.9561,42.0696
Oromiya,Kerensa Health Centre,Health Centre,8.9568,42.0705
Oromiya,Keresi Clinic,Clinic,8.1834,35.8024
Oromiya,Keresi Clinic,Clinic,8.1862,35.8027
Oromiya,Kerfe Clinic,Clinic,8.8319,39.1455
Oromiya,Kerikero Danisa Clinic,Clinic,6.0337,39.4136
Oromiya,Kerisaano Clinic,Clinic,7.5001,38.9777
Oromiya,Kerkerecha Clinic,Clinic,9.5198,38.457
Oromiya,Kero Terkafe Clinic,Clinic,9.2954,41.9344
Oromiya,Kersa Clinic,Clinic,8.7615,40.6616
Oromiya,Kersa Health Centre,Health Centre,7.5385,38.9759
Oromiya,Kesh Manido Clinic,Clinic,9.4894,34.6293
Oromiya,Keta Endode Clinic,Clinic,8.9077,38.2716
Oromiya,Ketabero Clinic,Clinic,7.9269,36.6746
Oromiya,Ketabero Clinic,Clinic,7.9617,36.6694
Oromiya,Ketchema Welenso Clinic,Clinic,9.3756,38.2174
Oromiya,Keto Biliti Clinic,Clinic,8.1022,38.6052
Oromiya,Kiloniso Mokoniso Clinic,Clinic,5.6541,38.3418
Oromiya,Kiltu Elala Health Post,Health Post,8.7232,40.6651
Oromiya,Kimbibit Clinic,Clinic,9.314,39.2892
Oromiya,Kimoye Clinic,Clinic,9.0152,38.3466
Oromiya,Kirmu Health Centre,Health Centre,9.9538,36.8529
Oromiya,Kishe Clinic,Clinic,7.4544,36.3925
Oromiya,Kiyansho Seden Clinic,Clinic,7.9056,38.9503
Oromiya,Klbeabo Clinic,Clinic,9.2567,38.151
Oromiya,Kobadi Clinic,Clinic,5.3988,39.6209
Oromiya,Kobo Leman Clinic,Clinic,7.3925,38.3203
Oromiya,Kobo Welitehi Health Post,Health Post,9.389,41.4591
Oromiya,Kochoro Bersis Health Post,Health Post,6.2196,38.8405
Oromiya,Kodi Gase Clinic,Clinic,8.759,36.0331
Oromiya,Kodine Clinic,Clinic,8.3973,35.5291
Oromiya,Kofale Goyo Clinic,Clinic,6.1603,38.4193
Oromiya,Kofele Health Centre,Health Centre,7.0702,39.7747
Oromiya,Kogo Ashbeka Clinic,Clinic,7.8287,39.2388
Oromiya,Koji Katara Clinic,Clinic,7.4973,39.1404
Oromiya,Kokadayou Clinic,Clinic,9.0539,39.1813
Oromiya,Kokosa Health Centre,Health Centre,6.736,38.7985
Oromiya,Kola Kinibibit Clinic,Clinic,7.7065,36.4214
Oromiya,Kolbachena Clinic,Clinic,8.9353,35.6077
Oromiya,Kolii Clinic,Clinic,8.5858,34.5807
Oromiya,Kolii Clinic,Clinic,8.5917,34.5748
Oromiya,Koloba Bli Clinic,Clinic,8.3615,39.4936
Oromiya,Kolobasha Meda Clinic,Clinic,8.2964,39.5424
Oromiya,Kolu Health Centre,Health Centre,8.9207,40.794
Oromiya,Koma Health Post,Health Post,8.4399,36.8521
Oromiya,Kombolcha Health Centre,Health Centre,9.5095,37.4706
Oromiya,Kombolicha Clinic 1,Clinic,9.3659,42.1404
Oromiya,Kombolicha Clinic 2,Clinic,9.3267,42.0921
Oromiya,Konito Gogeti Clinic,Clinic,8.5235,40.2724
Oromiya,Konoso Clinic,Clinic,8.4229,36.534
Oromiya,Kopiqurach Clinic,Clinic,9.0796,35.5452
Oromiya,Korati Health Post,Health Post,5.0017,39.7032
Oromiya,Korcha Dalecha Health Centre,Health Centre,5.6919,38.7055
Oromiya,Kore Clinic,Clinic,8.5941,34.8987
Oromiya,Kore Health Centre,Health Centre,7.2099,38.922
Oromiya,Kore Lelisa Clinic,Clinic,7.8378,36.7445
Oromiya,Kore Lelisa Health Post,Health Post,7.8464,36.7442
Oromiya,Korema Health Post,Health Post,6.5467,39.1086
Oromiya,Koriti Weseribi Clinic,Clinic,7.5527,36.9009
Oromiya,Korke Clinic,Clinic,8.2909,40.4226
Oromiya,Koro Ginde Berbere Clinic,Clinic,10.1443,38.7397
Oromiya,Korra Nucleas Health Centre,Nucleas Health Centre,9.1,40.5333
Oromiya,Kosagesha Health Post,Health Post,7.9478,36.8483
Oromiya,Kotoba Jaleta Clinic,Clinic,8.7906,37.9847
Oromiya,Koture Clinic,Clinic,8.2998,35.1331
Oromiya,Koya Hiri Clinic,Clinic,8.3479,35.632
Oromiya,Koye Akale Clinic,Clinic,9.6973,38.4819
Oromiya,Kufa Kasa Gemechesa Clinic,Clinic,8.8959,41.0858
Oromiya,Kufan Zeke Clinic,Clinic,8.9301,41.1269
Oromiya,Kufan Zeke Clinic,Clinic,8.9307,41.1851
Oromiya,Kufan Zeke Clinic,Clinic,8.9345,41.1834
Oromiya,Kufan Zik Clinic,Clinic,9.2071,41.1743
Oromiya,Kufe Kasa Clinic,Clinic,9.1897,41.1386
Oromiya,Kufekasa Clinic,Clinic,9.2324,41.2551
Oromiya,Kulcha Clinic,Clinic,5.1198,37.2743
Oromiya,Kulcha Clinic,Clinic,5.1199,37.2693
Oromiya,Kumbi Clinic,Clinic,8.1292,37.4886
Oromiya,Kumbi Clinic,Clinic,8.1303,37.5029
Oromiya,Kuni Anonu Health Post,Health Post,5.9011,39.2773
Oromiya,Kuni Health Centre,Health Centre,9.0056,40.8869
Oromiya,Kura Wada Clinic,Clinic,7.5291,40.7239
Oromiya,Kura Wada Clinic,Clinic,7.5335,40.7242
Oromiya,Kurfachele Health Centre,Health Centre,9.2366,41.8235
Oromiya,Kusaye Beru Clinic,Clinic,7.776,37.0625
Oromiya,Kusaye Clinic,Clinic,7.3931,36.9755
Oromiya,Kuwe Debena Clinic,Clinic,8.4692,36.2048
Oromiya,Kuyu Hospital,Hospital,9.8166,38.4166
Oromiya,Kuyuarere Clinic,Clinic,8.6667,37.5724
Oromiya,Lalisa Eyesus Clinic,Clinic,9.1956,35.7333
Oromiya,Lalo Choli Clinic,Clinic,9.2137,35.8
Oromiya,Lalo Clinic,Clinic,7.4765,36.7722
Oromiya,Lalo Health Centre,Health Centre,8.9077,35.3528
Oromiya,Lalo Koye Clinic,Clinic,8.8543,34.9291
Oromiya,Lalo Nora Clinic,Clinic,9.2341,34.5582
Oromiya,Lalo Suchi Clinic,Clinic,9.1239,35.2073
Oromiya,Lalo Wenjo Clinic,Clinic,9.1177,35.6341
Oromiya,Lalu Igo Clinic,Clinic,9.7779,37.1381
Oromiya,Ledi Cheketa Clinic,Clinic,6.7972,40.268
Oromiya,Ledi Fate Clinic,Clinic,8.7979,40.0096
Oromiya,Ledo Health Post,Health Post,6.2046,37.9131
Oromiya,Lege Ture[Abidi Geri] Clinic,Clinic,8.6517,42.3427
Oromiya,Legedenbi Medirok Werq Health Centre,Health Centre,5.7015,38.8885
Oromiya,Leka Dulecha Clinic 1,Clinic,8.8852,36.3187
Oromiya,Leka Dulecha Clinic 2,Clinic,8.8939,36.4004
Oromiya,Leka Dulecha Clinic 3,Clinic,8.8973,36.4021
Oromiya,Leka Dulecha Clinic 4,Clinic,8.8091,36.3676
Oromiya,Leka Dulecha Clinic 5,Clinic,8.8377,36.4833
Oromiya,Leka Dulecha Clinic 6,Clinic,8.8236,36.5241
Oromiya,Leka Dulecha Clinic 7,Clinic,8.8874,36.6023
Oromiya,Leka Dulecha Clinic 8,Clinic,8.9088,36.5861
Oromiya,Leka Dulecha Clinic 9,Clinic,8.9146,36.5863
Oromiya,Lelisa Komiko Clinic,Clinic,9.6719,35.356
Oromiya,Lelu Werke Health Post,Health Post,8.4994,36.9802
